Year,DestinationID,FIPS,Age0,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,Age18,Age19,Age20,Age21,Age22,Age23,Age24,Age25,Age26,Age27,Age28,Age29,Age30,Age31,Age32,Age33,Age34,Age35,Age36,Age37,Age38,Age39,Age40,Age41,Age42,Age43,Age44,Age45,Age46,Age47,Age48,Age49,Age50,Age51,Age52,Age53,Age54,Age55,Age56,Age57,Age58,Age59,Age60,Age61,Age62,Age63,Age64,Age65,Age66,Age67,Age68,Age69,Age70,Age71,Age72,Age73,Age74,Age75,Age76,Age77,Age78,Age79,Age80,Age81,Age82,Age83,Age84,Age85,Age86,Age87,Age88,Age89,Age90,Age91,Age92,Age93,Age94,Age95,Age96,Age97,Age98,Age99
2050,1,1001,955.1971,1002.430475,1002.430475,1002.430475,1002.430475,1045.88982,1045.88982,1045.88982,1045.88982,1045.88982,1067.534,1067.534,1067.534,1067.534,1067.534,1097.15216,1097.15216,1097.15216,1097.15216,1097.15216,864.29628,864.29628,864.29628,864.29628,864.29628,1000.93342,1000.93342,1000.93342,1000.93342,1000.93342,1054.96516,1054.96516,1054.96516,1054.96516,1054.96516,969.15662,969.15662,969.15662,969.15662,969.15662,1085.47602,1085.47602,1085.47602,1085.47602,1085.47602,1137.85526,1137.85526,1137.85526,1137.85526,1137.85526,1088.9653,1088.9653,1088.9653,1088.9653,1088.9653,1164.15796,1164.15796,1164.15796,1164.15796,1164.15796,973.78298,973.78298,973.78298,973.78298,973.78298,925.43416,925.43416,925.43416,925.43416,925.43416,843.2135,843.2135,843.2135,843.2135,843.2135,848.03914,848.03914,848.03914,848.03914,848.03914,649.3439,649.3439,649.3439,649.3439,649.3439,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867,166.2216867
2050,2,1003,4347.383,4502.038,4502.038,4502.038,4502.038,4601.87608,4601.87608,4601.87608,4601.87608,4601.87608,4564.83884,4564.83884,4564.83884,4564.83884,4564.83884,4372.41436,4372.41436,4372.41436,4372.41436,4372.41436,3774.37842,3774.37842,3774.37842,3774.37842,3774.37842,4511.33278,4511.33278,4511.33278,4511.33278,4511.33278,4752.96948,4752.96948,4752.96948,4752.96948,4752.96948,4295.59324,4295.59324,4295.59324,4295.59324,4295.59324,4542.22632,4542.22632,4542.22632,4542.22632,4542.22632,4740.91592,4740.91592,4740.91592,4740.91592,4740.91592,4714.50472,4714.50472,4714.50472,4714.50472,4714.50472,4797.2528,4797.2528,4797.2528,4797.2528,4797.2528,4464.04186,4464.04186,4464.04186,4464.04186,4464.04186,4355.34344,4355.34344,4355.34344,4355.34344,4355.34344,4255.0692,4255.0692,4255.0692,4255.0692,4255.0692,4088.83524,4088.83524,4088.83524,4088.83524,4088.83524,3419.88012,3419.88012,3419.88012,3419.88012,3419.88012,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274,1583.40274
2050,3,1005,219.5246,225.336925,225.336925,225.336925,225.336925,233.43166,233.43166,233.43166,233.43166,233.43166,239.4984,239.4984,239.4984,239.4984,239.4984,254.9526,254.9526,254.9526,254.9526,254.9526,243.79516,243.79516,243.79516,243.79516,243.79516,260.5299,260.5299,260.5299,260.5299,260.5299,271.47496,271.47496,271.47496,271.47496,271.47496,299.37542,299.37542,299.37542,299.37542,299.37542,343.84968,343.84968,343.84968,343.84968,343.84968,339.24132,339.24132,339.24132,339.24132,339.24132,321.87478,321.87478,321.87478,321.87478,321.87478,449.4237,449.4237,449.4237,449.4237,449.4237,479.5958,479.5958,479.5958,479.5958,479.5958,469.52118,469.52118,469.52118,469.52118,469.52118,363.2695,363.2695,363.2695,363.2695,363.2695,329.3131,329.3131,329.3131,329.3131,329.3131,279.3646,279.3646,279.3646,279.3646,279.3646,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346,62.91346
2050,4,1007,249.2303,241.73285,241.73285,241.73285,241.73285,252.16512,252.16512,252.16512,252.16512,252.16512,258.95028,258.95028,258.95028,258.95028,258.95028,262.56882,262.56882,262.56882,262.56882,262.56882,240.45286,240.45286,240.45286,240.45286,240.45286,286.79026,286.79026,286.79026,286.79026,286.79026,304.5824,304.5824,304.5824,304.5824,304.5824,305.00238,305.00238,305.00238,305.00238,305.00238,319.26376,319.26376,319.26376,319.26376,319.26376,320.792,320.792,320.792,320.792,320.792,350.53562,350.53562,350.53562,350.53562,350.53562,373.5722,373.5722,373.5722,373.5722,373.5722,394.14148,394.14148,394.14148,394.14148,394.14148,358.2865,358.2865,358.2865,358.2865,358.2865,322.6374,322.6374,322.6374,322.6374,322.6374,302.66814,302.66814,302.66814,302.66814,302.66814,251.2827,251.2827,251.2827,251.2827,251.2827,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333,44.49499333
2050,5,1009,1008.9875,1010.452025,1010.452025,1010.452025,1010.452025,1045.28306,1045.28306,1045.28306,1045.28306,1045.28306,1033.75564,1033.75564,1033.75564,1033.75564,1033.75564,1020.33428,1020.33428,1020.33428,1020.33428,1020.33428,930.78082,930.78082,930.78082,930.78082,930.78082,1057.3182,1057.3182,1057.3182,1057.3182,1057.3182,1065.5515,1065.5515,1065.5515,1065.5515,1065.5515,1048.41348,1048.41348,1048.41348,1048.41348,1048.41348,1083.34546,1083.34546,1083.34546,1083.34546,1083.34546,1073.07354,1073.07354,1073.07354,1073.07354,1073.07354,1033.74234,1033.74234,1033.74234,1033.74234,1033.74234,962.90784,962.90784,962.90784,962.90784,962.90784,847.22508,847.22508,847.22508,847.22508,847.22508,814.83374,814.83374,814.83374,814.83374,814.83374,764.14494,764.14494,764.14494,764.14494,764.14494,676.14968,676.14968,676.14968,676.14968,676.14968,540.6296,540.6296,540.6296,540.6296,540.6296,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267,157.8583267
2050,6,1011,108.3408,114.17375,114.17375,114.17375,114.17375,113.37278,113.37278,113.37278,113.37278,113.37278,118.11338,118.11338,118.11338,118.11338,118.11338,121.37062,121.37062,121.37062,121.37062,121.37062,104.0792,104.0792,104.0792,104.0792,104.0792,111.1822,111.1822,111.1822,111.1822,111.1822,113.58146,113.58146,113.58146,113.58146,113.58146,116.23716,116.23716,116.23716,116.23716,116.23716,110.49342,110.49342,110.49342,110.49342,110.49342,88.98888,88.98888,88.98888,88.98888,88.98888,93.61586,93.61586,93.61586,93.61586,93.61586,124.9786,124.9786,124.9786,124.9786,124.9786,127.74552,127.74552,127.74552,127.74552,127.74552,132.42512,132.42512,132.42512,132.42512,132.42512,96.75664,96.75664,96.75664,96.75664,96.75664,93.86514,93.86514,93.86514,93.86514,93.86514,68.30376,68.30376,68.30376,68.30376,68.30376,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667,19.11796667
2050,7,1013,174.4643,182.2068,182.2068,182.2068,182.2068,196.48696,196.48696,196.48696,196.48696,196.48696,202.3731,202.3731,202.3731,202.3731,202.3731,203.6434,203.6434,203.6434,203.6434,203.6434,166.04276,166.04276,166.04276,166.04276,166.04276,190.74852,190.74852,190.74852,190.74852,190.74852,210.60064,210.60064,210.60064,210.60064,210.60064,200.38326,200.38326,200.38326,200.38326,200.38326,218.20218,218.20218,218.20218,218.20218,218.20218,213.70376,213.70376,213.70376,213.70376,213.70376,217.2397,217.2397,217.2397,217.2397,217.2397,250.39424,250.39424,250.39424,250.39424,250.39424,253.78338,253.78338,253.78338,253.78338,253.78338,233.0754,233.0754,233.0754,233.0754,233.0754,234.02188,234.02188,234.02188,234.02188,234.02188,179.04436,179.04436,179.04436,179.04436,179.04436,146.95606,146.95606,146.95606,146.95606,146.95606,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333,54.24591333
2050,8,1015,1522.0547,1516.862075,1516.862075,1516.862075,1516.862075,1516.47064,1516.47064,1516.47064,1516.47064,1516.47064,1470.71008,1470.71008,1470.71008,1470.71008,1470.71008,1624.31744,1624.31744,1624.31744,1624.31744,1624.31744,1606.94544,1606.94544,1606.94544,1606.94544,1606.94544,1499.01166,1499.01166,1499.01166,1499.01166,1499.01166,1514.47784,1514.47784,1514.47784,1514.47784,1514.47784,1394.81052,1394.81052,1394.81052,1394.81052,1394.81052,1431.1446,1431.1446,1431.1446,1431.1446,1431.1446,1424.65274,1424.65274,1424.65274,1424.65274,1424.65274,1411.23708,1411.23708,1411.23708,1411.23708,1411.23708,1365.414,1365.414,1365.414,1365.414,1365.414,1538.98742,1538.98742,1538.98742,1538.98742,1538.98742,1289.6997,1289.6997,1289.6997,1289.6997,1289.6997,1114.0879,1114.0879,1114.0879,1114.0879,1114.0879,891.0512,891.0512,891.0512,891.0512,891.0512,698.7003,698.7003,698.7003,698.7003,698.7003,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099,226.2099
2050,9,1017,282.5547,294.794375,294.794375,294.794375,294.794375,307.6711,307.6711,307.6711,307.6711,307.6711,327.76804,327.76804,327.76804,327.76804,327.76804,327.46182,327.46182,327.46182,327.46182,327.46182,277.04532,277.04532,277.04532,277.04532,277.04532,284.67666,284.67666,284.67666,284.67666,284.67666,331.1042,331.1042,331.1042,331.1042,331.1042,327.21838,327.21838,327.21838,327.21838,327.21838,320.94836,320.94836,320.94836,320.94836,320.94836,310.91758,310.91758,310.91758,310.91758,310.91758,355.48454,355.48454,355.48454,355.48454,355.48454,443.35492,443.35492,443.35492,443.35492,443.35492,479.88504,479.88504,479.88504,479.88504,479.88504,420.06264,420.06264,420.06264,420.06264,420.06264,383.04296,383.04296,383.04296,383.04296,383.04296,346.67072,346.67072,346.67072,346.67072,346.67072,286.90818,286.90818,286.90818,286.90818,286.90818,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333,90.64129333
2050,10,1019,343.6628,348.15215,348.15215,348.15215,348.15215,377.60508,377.60508,377.60508,377.60508,377.60508,379.37998,379.37998,379.37998,379.37998,379.37998,373.06276,373.06276,373.06276,373.06276,373.06276,324.07928,324.07928,324.07928,324.07928,324.07928,365.31818,365.31818,365.31818,365.31818,365.31818,388.76922,388.76922,388.76922,388.76922,388.76922,366.14422,366.14422,366.14422,366.14422,366.14422,402.52502,402.52502,402.52502,402.52502,402.52502,443.47296,443.47296,443.47296,443.47296,443.47296,487.96368,487.96368,487.96368,487.96368,487.96368,488.73356,488.73356,488.73356,488.73356,488.73356,440.97986,440.97986,440.97986,440.97986,440.97986,403.11286,403.11286,403.11286,403.11286,403.11286,412.45986,412.45986,412.45986,412.45986,412.45986,390.3995,390.3995,390.3995,390.3995,390.3995,350.90506,350.90506,350.90506,350.90506,350.90506,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326,80.2326
