"Year","DestinationID","FIPS","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70","Age71","Age72","Age73","Age74","Age75","Age76","Age77","Age78","Age79","Age80","Age81","Age82","Age83","Age84","Age85","Age86","Age87","Age88","Age89","Age90","Age91","Age92","Age93","Age94","Age95","Age96","Age97","Age98","Age99"
2028,1,1001,812.4486,850.8529,850.8529,850.8529,850.8529,879.51228,879.51228,879.51228,879.51228,879.51228,848.63986,848.63986,848.63986,848.63986,848.63986,826.37864,826.37864,826.37864,826.37864,826.37864,683.38962,683.38962,683.38962,683.38962,683.38962,893.4522,893.4522,893.4522,893.4522,893.4522,870.06086,870.06086,870.06086,870.06086,870.06086,972.29248,972.29248,972.29248,972.29248,972.29248,795.5613,795.5613,795.5613,795.5613,795.5613,786.65074,786.65074,786.65074,786.65074,786.65074,781.33872,781.33872,781.33872,781.33872,781.33872,873.70174,873.70174,873.70174,873.70174,873.70174,823.71432,823.71432,823.71432,823.71432,823.71432,863.3365,863.3365,863.3365,863.3365,863.3365,686.09396,686.09396,686.09396,686.09396,686.09396,499.05128,499.05128,499.05128,499.05128,499.05128,350.58804,350.58804,350.58804,350.58804,350.58804,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667,64.00590667
2028,2,1003,3046.2625,3153.78185,3153.78185,3153.78185,3153.78185,3222.99748,3222.99748,3222.99748,3222.99748,3222.99748,3088.62074,3088.62074,3088.62074,3088.62074,3088.62074,2658.26666,2658.26666,2658.26666,2658.26666,2658.26666,2518.32832,2518.32832,2518.32832,2518.32832,2518.32832,3108.45306,3108.45306,3108.45306,3108.45306,3108.45306,3120.82368,3120.82368,3120.82368,3120.82368,3120.82368,3348.01888,3348.01888,3348.01888,3348.01888,3348.01888,2900.30922,2900.30922,2900.30922,2900.30922,2900.30922,3006.43666,3006.43666,3006.43666,3006.43666,3006.43666,2923.80284,2923.80284,2923.80284,2923.80284,2923.80284,3380.62954,3380.62954,3380.62954,3380.62954,3380.62954,3421.59502,3421.59502,3421.59502,3421.59502,3421.59502,3849.59396,3849.59396,3849.59396,3849.59396,3849.59396,3518.00832,3518.00832,3518.00832,3518.00832,3518.00832,2784.84302,2784.84302,2784.84302,2784.84302,2784.84302,2050.43296,2050.43296,2050.43296,2050.43296,2050.43296,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733,491.4796733
2028,3,1005,269.3138,267.772325,267.772325,267.772325,267.772325,274.7827,274.7827,274.7827,274.7827,274.7827,281.23974,281.23974,281.23974,281.23974,281.23974,303.45094,303.45094,303.45094,303.45094,303.45094,268.09148,268.09148,268.09148,268.09148,268.09148,282.72536,282.72536,282.72536,282.72536,282.72536,269.98616,269.98616,269.98616,269.98616,269.98616,417.67044,417.67044,417.67044,417.67044,417.67044,415.55874,415.55874,415.55874,415.55874,415.55874,403.3,403.3,403.3,403.3,403.3,365.01584,365.01584,365.01584,365.01584,365.01584,397.14466,397.14466,397.14466,397.14466,397.14466,379.29534,379.29534,379.29534,379.29534,379.29534,371.91432,371.91432,371.91432,371.91432,371.91432,304.14122,304.14122,304.14122,304.14122,304.14122,261.84642,261.84642,261.84642,261.84642,261.84642,190.64926,190.64926,190.64926,190.64926,190.64926,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765,37.9765
2028,4,1007,252.7173,241.793575,241.793575,241.793575,241.793575,248.61192,248.61192,248.61192,248.61192,248.61192,252.5037,252.5037,252.5037,252.5037,252.5037,238.28608,238.28608,238.28608,238.28608,238.28608,235.46534,235.46534,235.46534,235.46534,235.46534,298.85218,298.85218,298.85218,298.85218,298.85218,301.54274,301.54274,301.54274,301.54274,301.54274,357.3278,357.3278,357.3278,357.3278,357.3278,344.72604,344.72604,344.72604,344.72604,344.72604,344.20358,344.20358,344.20358,344.20358,344.20358,326.6299,326.6299,326.6299,326.6299,326.6299,353.9617,353.9617,353.9617,353.9617,353.9617,355.24328,355.24328,355.24328,355.24328,355.24328,317.94524,317.94524,317.94524,317.94524,317.94524,257.68138,257.68138,257.68138,257.68138,257.68138,198.223,198.223,198.223,198.223,198.223,147.47582,147.47582,147.47582,147.47582,147.47582,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667,24.32722667
2028,5,1009,875.0951,849.28945,849.28945,849.28945,849.28945,863.05148,863.05148,863.05148,863.05148,863.05148,820.8555,820.8555,820.8555,820.8555,820.8555,789.3139,789.3139,789.3139,789.3139,789.3139,734.60902,734.60902,734.60902,734.60902,734.60902,910.0978,910.0978,910.0978,910.0978,910.0978,871.62406,871.62406,871.62406,871.62406,871.62406,889.41046,889.41046,889.41046,889.41046,889.41046,754.77324,754.77324,754.77324,754.77324,754.77324,768.52342,768.52342,768.52342,768.52342,768.52342,758.79518,758.79518,758.79518,758.79518,758.79518,843.30666,843.30666,843.30666,843.30666,843.30666,848.01732,848.01732,848.01732,848.01732,848.01732,842.93914,842.93914,842.93914,842.93914,842.93914,768.11852,768.11852,768.11852,768.11852,768.11852,578.05512,578.05512,578.05512,578.05512,578.05512,410.6633,410.6633,410.6633,410.6633,410.6633,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552,82.49552
2028,6,1011,118.6205,127.451625,127.451625,127.451625,127.451625,130.17294,130.17294,130.17294,130.17294,130.17294,136.1352,136.1352,136.1352,136.1352,136.1352,132.88026,132.88026,132.88026,132.88026,132.88026,106.60408,106.60408,106.60408,106.60408,106.60408,95.7617,95.7617,95.7617,95.7617,95.7617,114.31968,114.31968,114.31968,114.31968,114.31968,151.13638,151.13638,151.13638,151.13638,151.13638,144.2993,144.2993,144.2993,144.2993,144.2993,145.12354,145.12354,145.12354,145.12354,145.12354,121.41634,121.41634,121.41634,121.41634,121.41634,125.31578,125.31578,125.31578,125.31578,125.31578,118.1525,118.1525,118.1525,118.1525,118.1525,137.1199,137.1199,137.1199,137.1199,137.1199,120.17972,120.17972,120.17972,120.17972,120.17972,92.45682,92.45682,92.45682,92.45682,92.45682,62.39766,62.39766,62.39766,62.39766,62.39766,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814,13.01814
2028,7,1013,219.8942,234.903875,234.903875,234.903875,234.903875,256.37368,256.37368,256.37368,256.37368,256.37368,263.41872,263.41872,263.41872,263.41872,263.41872,224.50986,224.50986,224.50986,224.50986,224.50986,190.58484,190.58484,190.58484,190.58484,190.58484,203.88152,203.88152,203.88152,203.88152,203.88152,203.89922,203.89922,203.89922,203.89922,203.89922,255.91172,255.91172,255.91172,255.91172,255.91172,240.02306,240.02306,240.02306,240.02306,240.02306,256.1447,256.1447,256.1447,256.1447,256.1447,233.36424,233.36424,233.36424,233.36424,233.36424,227.9192,227.9192,227.9192,227.9192,227.9192,213.78206,213.78206,213.78206,213.78206,213.78206,260.26712,260.26712,260.26712,260.26712,260.26712,259.1354,259.1354,259.1354,259.1354,259.1354,213.07226,213.07226,213.07226,213.07226,213.07226,138.41238,138.41238,138.41238,138.41238,138.41238,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333,38.99223333
2028,8,1015,1470.953,1494.7589,1494.7589,1494.7589,1494.7589,1531.43036,1531.43036,1531.43036,1531.43036,1531.43036,1474.07206,1474.07206,1474.07206,1474.07206,1474.07206,1504.41916,1504.41916,1504.41916,1504.41916,1504.41916,1502.70234,1502.70234,1502.70234,1502.70234,1502.70234,1451.5357,1451.5357,1451.5357,1451.5357,1451.5357,1335.68972,1335.68972,1335.68972,1335.68972,1335.68972,1625.59024,1625.59024,1625.59024,1625.59024,1625.59024,1518.02484,1518.02484,1518.02484,1518.02484,1518.02484,1489.23378,1489.23378,1489.23378,1489.23378,1489.23378,1374.75274,1374.75274,1374.75274,1374.75274,1374.75274,1398.6172,1398.6172,1398.6172,1398.6172,1398.6172,1380.12134,1380.12134,1380.12134,1380.12134,1380.12134,1469.5321,1469.5321,1469.5321,1469.5321,1469.5321,1345.98326,1345.98326,1345.98326,1345.98326,1345.98326,1019.41936,1019.41936,1019.41936,1019.41936,1019.41936,657.66754,657.66754,657.66754,657.66754,657.66754,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467,155.2975467
2028,9,1017,339.6717,358.61565,358.61565,358.61565,358.61565,385.41256,385.41256,385.41256,385.41256,385.41256,410.63812,410.63812,410.63812,410.63812,410.63812,380.5649,380.5649,380.5649,380.5649,380.5649,285.22106,285.22106,285.22106,285.22106,285.22106,295.27536,295.27536,295.27536,295.27536,295.27536,334.05602,334.05602,334.05602,334.05602,334.05602,445.04936,445.04936,445.04936,445.04936,445.04936,397.37368,397.37368,397.37368,397.37368,397.37368,401.37642,401.37642,401.37642,401.37642,401.37642,403.6253,403.6253,403.6253,403.6253,403.6253,460.77078,460.77078,460.77078,460.77078,460.77078,465.98058,465.98058,465.98058,465.98058,465.98058,501.5282,501.5282,501.5282,501.5282,501.5282,435.7876,435.7876,435.7876,435.7876,435.7876,330.30516,330.30516,330.30516,330.30516,330.30516,237.20556,237.20556,237.20556,237.20556,237.20556,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333,59.01277333
2028,10,1019,301.4327,297.5767,297.5767,297.5767,297.5767,316.53272,316.53272,316.53272,316.53272,316.53272,309.16186,309.16186,309.16186,309.16186,309.16186,286.70716,286.70716,286.70716,286.70716,286.70716,278.30942,278.30942,278.30942,278.30942,278.30942,358.5753,358.5753,358.5753,358.5753,358.5753,330.55642,330.55642,330.55642,330.55642,330.55642,368.7743,368.7743,368.7743,368.7743,368.7743,281.29798,281.29798,281.29798,281.29798,281.29798,309.9227,309.9227,309.9227,309.9227,309.9227,355.3027,355.3027,355.3027,355.3027,355.3027,414.0697,414.0697,414.0697,414.0697,414.0697,462.0581,462.0581,462.0581,462.0581,462.0581,468.42726,468.42726,468.42726,468.42726,468.42726,431.61036,431.61036,431.61036,431.61036,431.61036,324.74106,324.74106,324.74106,324.74106,324.74106,265.0559,265.0559,265.0559,265.0559,265.0559,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333,40.15499333
